title,price,wm_price,rating,wm_ratings,wm_reviews,description,discount
"SAMSUNG 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-bu...","₹31,490","31,490","13,226 Ratings & 1,011 Reviews","13,226","�1,011 ","1200 rpm Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",21% off
Lloyd by Havells 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Black,"₹21,599","21,599",N/A,#VALUE!,#VALUE!,700 RPM Max Speed5 Star RatingWith In-Built Heater2 Years On Product and 10 Years on Motor,41% off
Lloyd by Havells 8 kg Semi Automatic Top Load Washing Machine Red,"₹13,994","13,994",56 Ratings & 5 Reviews,56,�5 ,"1300 RPM Max Speed5 Star Rating2 years on product, 5 years on motor",26% off
"Whirlpool 8.5 kg 5 Star Semi Automatic Top Load Washing Machine Red, White","₹14,941","14,941",474 Ratings & 33 Reviews,474,�33 ,1450 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor and Prime Mover from Whirlpool,5% off
SAMSUNG 7 kg with Steam Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹35,500","35,500","5,475 Ratings & 438 Reviews","5,475",�438 ,"1200 rpm Max Speed5 Star RatingWith In-Built Heater2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",23% off
"SAMSUNG 9 kg Semi Automatic Top Load Washing Machine Red, Grey, Black","₹17,229","17,229",N/A,#VALUE!,#VALUE!,"1300 RPM Max Speed5 Star Rating2 years on product, 5 years on motor",6% off
Godrej 8.5 kg Semi Automatic Top Load Washing Machine Red,"₹13,187","13,187",31 Ratings & 4 Reviews,31,�4 ,1440 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Godrej,33% off
"Lloyd 12 kg Semi Automatic Top Load Washing Machine Grey, Black","₹16,875","16,875",N/A,#VALUE!,#VALUE!,1300 rpm Max Speed5 Star Rating1 Year Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor,26% off
"Admiral 6.5 kg Semi Automatic Top Load Washing Machine Maroon, White","₹7,790","7,790",32 Ratings & 1 Reviews,32,�1 ,1350 rpm Max Speed5 Star Rating3 Years Warranty on Product,13% off
"SAMSUNG 7 kg 5 star,Air Turbo Drying, Semi Automatic Top Load Washing Machine White, Blue, Grey","₹11,900","11,900",422 Ratings & 33 Reviews,422,�33 ,"1300 rpm Max Speed5 Star Rating2 years on product, 2 years on motor (T&C Apply)",11% off
"BOSCH 9/6 kg Washer with Dryer Inverter,1400RPM  Ready to Wear Clothes with In-built Heater White","₹61,059","61,059",54 Ratings & 3 Reviews,54,�3 ,"1400 RPM Max Speed5 Star RatingWith In-Built Heater2 years on product, 12 years on motor",22% off
"Thomson 10 kg 5 Star Aqua Magic Double Waterfall Semi Automatic Top Load Washing Machine Black, Grey","₹9,799","9,799","12,988 Ratings & 1,149 Reviews","12,988","�1,149 ",1400 RPM Max Speed2 Years Warranty on Product and 5 Years Warranty on Motor,34% off
SAMSUNG 8 kg with Wi-Fi Enabled Fully Automatic Top Load Washing Machine Brown,"₹22,490","22,490",17 Ratings & 0 Reviews,17,�0 ,"700 rpm Max Speed5 Star Rating2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",23% off
SAMSUNG 9 kg Fully Automatic Top Load Washing Machine Grey,"₹23,840","23,840",N/A,#VALUE!,#VALUE!,"700 RPM Max Speed5 Star Rating2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",20% off
Voltas Beko by A Tata Product 7.5 kg Semi Automatic Top Load Washing Machine with In-built Heater Whit...,"₹11,950","11,950",4 Ratings & 0 Reviews,4,�0 ,1350 RPM Max Speed5 Star Rating2 years comprehensive + additional 3 years on wash and spin motor,25% off
LG 7 kg Fully Automatic Top Load Washing Machine Black,"₹25,190","25,190",54 Ratings & 11 Reviews,54,�11 ,780 rpm Max Speed2 Years Comprehensive Warranty and 10 Years Warranty on Motor From LG,15% off
"Daenyx 7.5 kg Washer only White, Maroon","₹5,299","5,299",156 Ratings & 14 Reviews,156,�14 ,1300 rpm Max Speed1 Years Warranty from Daenyx,11% off
IFB 8 kg Steam Wash 4 years Comprehensive Warranty Fully Automatic Front Load Washing Machine with In-...,"₹36,990","36,990",262 Ratings & 34 Reviews,262,�34 ,"1200 rpm Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",22% off
Voltas Beko by A Tata Product 6 kg Fully Automatic Top Load Washing Machine Grey,"₹14,890","14,890",N/A,#VALUE!,#VALUE!,700 rpm Max Speed2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,27% off
"Lloyd by Havells 8 kg Semi Automatic Top Load Washing Machine Blue, White","₹13,961","13,961",7 Ratings & 0 Reviews,7,�0 ,750 rpm Max Speed5 Star Rating2 Years Warranty on Product and 5 Years on Motor,20% off
Haier 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹39,990","39,990",N/A,#VALUE!,#VALUE!,1400 RPM Max SpeedWith In-Built Heater1 year warranty,40% off
Whirlpool 10 kg with Inverter Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹28,999","28,999",7 Ratings & 0 Reviews,7,�0 ,740 RPM Max Speed5 Star RatingWith In-Built Heater3 Years Comprehensive Warranty and 10 Years Warranty on Motor and Prime Mover from Whirlpool,21% off
"SAMSUNG 9 kg 5 star, Ecobubble, Wi-Fi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹24,990","24,990","67,492 Ratings & 4,973 Reviews","67,492","�4,973 ","700 rpm Max Speed5 Star Rating2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",18% off
"BOSCH 8 kg Fully Automatic Top Load Washing Machine Black, Maroon","₹22,300","22,300",4 Ratings & 1 Reviews,4,�1 ,680 RPM Max Speed5 Star Rating2 Years Warranty on Product and 10 Years Warranty on Motor,37% off
LG 7 kg Fully Automatic Top Load Washing Machine Grey,"₹26,990","26,990",38 Ratings & 7 Reviews,38,�7 ,700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,12% off
"IFB 6.5 kg with Steam Wash, Aqua Energie, Anti-Allergen 4 years Comprehensive Warranty Fully Automatic...","₹29,950","29,950",173 Ratings & 17 Reviews,173,�17 ,"1000 RPM Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",10% off
"IFB 8 kg with Steam Fully Automatic Front Load Washing Machine with In-built Heater Black, White","₹33,990","33,990",338 Ratings & 32 Reviews,338,�32 ,"1200 rpm Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty on Product, 10 Years Motor Warranty, 10 Years Spares Support",17% off
Panasonic 7.2 kg Fully Automatic Top Load Washing Machine Grey,"₹17,135","17,135",10 Ratings & 1 Reviews,10,�1 ,700 RPM Max Speed2 Years Comprehensive Domestic Warranty,22% off
"Haier 8.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹14,534","14,534",N/A,#VALUE!,#VALUE!,1300 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,29% off
Whirlpool 6.5 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹17,490","17,490",51 Ratings & 5 Reviews,51,�5 ,740 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor,15% off
Voltas Beko by A Tata Product 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Gre...,"₹59,990","59,990",515 Ratings & 34 Reviews,515,�34 ,1400 rpm Max Speed5 Star RatingWith In-Built Heater3 Years Comprehensive Warranty on Product and 12 Years Warranty on Motor,N/A
Whirlpool 7.5 kg Semi Automatic Top Load Washing Machine Grey,"₹12,490","12,490",105 Ratings & 7 Reviews,105,�7 ,1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 10 Years on Wash Motor,24% off
Whirlpool 7 kg Fully Automatic Top Load Washing Machine Grey,"₹15,890","15,890",170 Ratings & 13 Reviews,170,�13 ,740 RPM Max Speed5 Star Rating2  Year on Product and 10 Years on Compressor from Whirlpool,25% off
"MOTOROLA 8 kg Digital Inverter, Super Steam Technology with In-built Heater Grey (MTFL805NHNJG) Fully ...","₹21,990","21,990","1,284 Ratings & 144 Reviews","1,284",�144 ,1400 rpm Max Speed5 Star RatingWith In-Built Heater2 Year Comprehensive Warranty and 10 Years Warranty on Wash Motor from MOTOROLA,45% off
Lloyd 10 kg Semi Automatic Top Load Washing Machine Black,"₹16,500","16,500",N/A,#VALUE!,#VALUE!,1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor,24% off
LG 6.5 kg Fully Automatic Top Load Washing Machine Beige,"₹24,490","24,490",11 Ratings & 0 Reviews,11,�0 ,780 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from LG,2% off
"IFB 6.5 kg with Steam Wash, Aqua Energie, Anti-Allergen 4 years Comprehensive Warranty Fully Automatic...","₹31,490","31,490",20 Ratings & 2 Reviews,20,�2 ,"1000 RPM Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",10% off
Lloyd 12 kg Semi Automatic Top Load Washing Machine Black,"₹17,149","17,149",N/A,#VALUE!,#VALUE!,1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor,25% off
"BOSCH 8 kg INVERTERTOUCHCONTROL,1200RPM Fully Automatic Front Load Washing Machine with In-built Heate...","₹41,999","41,999","10,143 Ratings & 1,116 Reviews","10,143","�1,116 ",1200 rpm Max Speed5 Star RatingWith In-Built Heater3 Years on Product and 12 Years on Motor from Bosch,18% off
"Haier 9 kg Fully Automatic Top Load Washing Machine with In-built Heater Black, Grey","₹26,230","26,230","27,616 Ratings & 2,377 Reviews","27,616","�2,377 ",780 rpm Max Speed5 Star RatingWith In-Built Heater5 Years Comprehensive Warranty and 12 Years Motor Warranty,42% off
"SAMSUNG 9.5 kg 5 Star, Hexa Storm Pulsator, Air Turbo Drying, Semi Automatic Top Load Washing Machine ...","₹17,890","17,890",531 Ratings & 43 Reviews,531,�43 ,"1300 rpm Max Speed2 years on product, 2 years on motor (T&C Apply)",2% off
BOSCH 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹64,190","64,190",N/A,#VALUE!,#VALUE!,"1400 RPM Max Speed5 Star RatingWith In-Built Heater3 years on product, 12 years on motor",N/A
"Lloyd 9 kg Semi Automatic Top Load Washing Machine with In-built Heater Orange, Grey","₹14,999","14,999",16 Ratings & 3 Reviews,16,�3 ,"1300 RPM Max Speed5 Star Rating2 Years on comprehansive warranty, 5 Years Warranty on Spin Motor and 10 Years Warranty on Wash Motor",39% off
"LG 9 kg with Wi-Fi Enabled, Jet Sprey, Auto Pre Wash, Smart Diagnosis, Smart Closing Door and 10 Water...","₹31,490","31,490",40 Ratings & 4 Reviews,40,�4 ,779 RPM Max Speed5 Star Rating1 y Manufacturer Warranty,26% off
MOTOROLA 7.5 kg 5 star rating Midnight Series Semi Automatic Top Load Washing Machine Black,"₹8,290","8,290","3,756 Ratings & 292 Reviews","3,756",�292 ,1350 rpm Max Speed5 Star Rating2 Year Comprehensive Warranty on Product and 5 Years Warranty on Motor.,40% off
Whirlpool 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹33,150","33,150",N/A,#VALUE!,#VALUE!,1400 RPM Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity2 Years Warranty on Product and 10 Years on Motor,35% off
"IFB 6.5 kg Aqua Energie, Laundry 4 years Comprehensive Warranty Fully Automatic Front Load Washing Mac...","₹24,490","24,490","2,821 Ratings & 200 Reviews","2,821",�200 ,"1000 rpm Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",15% off
SAMSUNG 11 kg Fully Automatic Top Load Washing Machine with In-built Heater Black,"₹41,649","41,649",N/A,#VALUE!,#VALUE!,"700 RPM Max Speed5 Star RatingWith In-Built HeaterWarranty on Main Product24 Months,",28% off
Haier 9.5 kg with Wi-Fi Enabled Semi Automatic Top Load Washing Machine Multicolor,"₹15,930","15,930",44 Ratings & 3 Reviews,44,�3 ,"1300 RPM Max Speed2 years warranty on the product, 5 years on the motor",17% off
Panasonic 8 kg with Wi-Fi Enabled Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹25,990","25,990",76 Ratings & 9 Reviews,76,�9 ,702 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive Warranty and 10 Years Warranty on Motor from Panasonic,30% off
Godrej 7.2 kg Semi Automatic Top Load Washing Machine Red,"₹11,299","11,299",15 Ratings & 1 Reviews,15,�1 ,340 RPM Max Speed5 Year Warranty on Wash Motor and 2 year Warranty on Entire Washing Machine,31% off
Equator 8 kg Ozone Sanitize and Saree Cycle Fully Automatic Top Load Washing Machine Beige,"₹13,718","13,718",11 Ratings & 2 Reviews,11,�2 ,800 RPM Max Speed2 Years Comprehensive Warranty on Product and 10 Years on Motor,57% off
SAMSUNG 11 kg Fully Automatic Top Load Washing Machine Grey,"₹39,000","39,000",54 Ratings & 4 Reviews,54,�4 ,"700 rpm Max Speed5 Star Rating2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",19% off
BOSCH 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹44,523","44,523",N/A,#VALUE!,#VALUE!,1400 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Warranty on Product and 12 Years Warranty on Motor,30% off
Voltas Beko by A Tata Product 6 kg Fully Automatic Top Load Washing Machine Grey,"₹13,491","13,491",21 Ratings & 3 Reviews,21,�3 ,700 rpm Max Speed5 Star Rating3 Years Comprehensive and Additional 9 Years On Motor from Voltas Beko,30% off
"LG 8 kg 5 Star with Roller Jet Pulsator with Soak, Wind Jet Dry and Rat Away, 6 Kg (Spin Tub Capacity)...","₹13,990","13,990","4,729 Ratings & 323 Reviews","4,729",�323 ,"1300 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on product, 5 Years Warranty on Motor",30% off
"BOSCH 8 kg AntiTangle,AntiVibration,1200RPM Fully Automatic Front Load Washing Machine with In-built H...","₹32,990","32,990","9,130 Ratings & 773 Reviews","9,130",�773 ,"1200 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive on Product , 12 Years on Motor",23% off
Godrej 6.5 kg Fully Automatic Top Load Washing Machine Grey,"₹19,990","19,990",159 Ratings & 19 Reviews,159,�19 ,700 rpm Max Speed2 Years Comprehensive Warranty and 10 Years Warranty  on Motor from Godrej,13% off
Voltas Beko by A Tata Product 9 kg Semi Automatic Top Load Washing Machine White,"₹13,485","13,485",59 Ratings & 3 Reviews,59,�3 ,600 RPM Max Speed5 Star Rating2 year standard + 03 year extended warranty on spin motor,34% off
BOSCH 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹38,863","38,863",N/A,#VALUE!,#VALUE!,1400 RPM Max SpeedWith In-Built Heater2 Years Warranty on Product and 10 Years on Motor,30% off
"Haier 6.5 kg Oceanus wave drum, Softfall techonology Fully Automatic Top Load Washing Machine Grey","₹24,000","24,000",11 Ratings & 1 Reviews,11,�1 ,800 rpm Max Speed5 Star Rating2 Years Warranty on Product and 10 Years Warranty on Motor,17% off
"IFB 6 kg Aqua Energie, Laundry Add, Tub Clean, Fully Automatic Front Load Washing Machine with In-buil...","₹21,990","21,990","81,727 Ratings & 8,238 Reviews","81,727","�8,238 ","800 rpm Max Speed3 Star RatingWith In-Built Heater4 Years Complete Machine warranty, 10 Years Motor Warranty and 10 Years Spare Part Support from IFB",8% off
LG 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Silver,"₹25,650","25,650",N/A,#VALUE!,#VALUE!,780 RPM Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,15% off
BOSCH 10 kg Fully Automatic Top Load Washing Machine with In-built Heater Blue,"₹35,690","35,690",N/A,#VALUE!,#VALUE!,720 RPM Max Speed5 Star RatingWith In-Built Heater2 Years Complete,26% off
BOSCH 8 kg Dryer with In-built Heater Grey,"₹54,999","54,999",N/A,#VALUE!,#VALUE!,0 RPM Max Speed5 Star RatingWith In-Built Heater2 Years Warranty,23% off
"BOSCH 6.5 kg Fully Automatic Top Load Washing Machine Black, White","₹21,307","21,307",14 Ratings & 2 Reviews,14,�2 ,680 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Wash Motor,14% off
"realme TechLife 8.5 kg 5 Star rating Semi Automatic Top Load Washing Machine Grey, Black","₹9,690","9,690","63,723 Ratings & 6,055 Reviews","63,723","�6,055 ",1400 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor,48% off
IFB 5.5 kg with 99.9% Dry Clothes Dryer with In-built Heater White,"₹19,290","19,290",699 Ratings & 92 Reviews,699,�92 ,0 RPM Max Speed5 Star RatingWith In-Built Heater4 Years Manufacturer Warranty,14% off
LG 9 kg Fully Automatic Top Load Washing Machine Black,"₹24,990","24,990",N/A,#VALUE!,#VALUE!,"700 RPM Max Speed5 Star Rating1 y Manufacturer Warranty, 10 year Inverter Warranty",24% off
"Haier 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Black, Grey","₹23,490","23,490","27,616 Ratings & 2,377 Reviews","27,616","�2,377 ",800 RPM Max Speed5 Star RatingWith In-Built Heater5 Years Comprehensive Warranty on Product and 12 Years Warranty on Motor from Haier,28% off
BOSCH 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹23,700","23,700",N/A,#VALUE!,#VALUE!,680 RPM Max SpeedWith In-Built Heater2 Years Warranty on Product and 10 Years on Motor,24% off
Whirlpool 7 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹16,899","16,899",6 Ratings & 0 Reviews,6,�0 ,740 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor,18% off
"Thomson 8.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black, Grey","₹9,999","9,999",140 Ratings & 13 Reviews,140,�13 ,1600 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,28% off
